741077262250835968,🔥 WE’RE ON FIRE RIGHT NOW 🔥\n1000 FOLLOWERS!! THANK YOU!\n\n🎉 To celebrate we’re going to be giving away $100 to one lucky pea 💚\n\nTo Enter:\n- Follow @pea_pets \n- Like &amp; RT\n- Tag 3 pals and comment Done!! 💚\n\n⏰ 48 Hours\n#PeaPets #NFTGiveaway #NFTs #NFTCommunity #NFT #Giveaway https://t.co/fmYebEii4P
464012781,$75 🚀 12 hours\n\nMust retweet this &amp; follow @hawexdao ($50)\n\nExtra $25, join https://t.co/ZEP6Z2bZk5
758614054231482368,$25 in 4 hours\nTurn on Notifications🔔 - RT - Follow
1357593107483660288,$5 in 8 HRS \n\nRT this + RT https://t.co/E4wZwr0oak
1346766180720275456,$75 GIVING IN 8 HOURS\n\nRT &amp; Follow me + @Web3Unlockedxyz &amp; Like+RT their Pinned 🚀
3191032983,$200 IN 24 HOURS\n\n- RT THIS + LIKE &amp; RT @djedpad Pinned 📌
346138696,🎁 Ape ONE Giveaway 🎁\n\n🏆 5 WL spots\n🏆 1 $SOL ($50)\n\nTo enter:\n1️⃣ Follow @Apeone_nft\n2️⃣ RT + Like\n3️⃣ Tag 3 friends\n\n⏳ Ends in 48 hours. ⏳\n#Solana #SolanaGiveaway https://t.co/NQmUrVVqX9
3421134838,I’ve teamed up with @HighTechoo they were nice enough to give me 2 WL spots to give to you guys + $50 so will be 3 places📖\n\nTo enter👇\n-Follow @KseniaPromotion @HighTechoo \n-Like &amp; RT\n-Tag 3 friends \n\nWinners announced in 48 hours!\n\n#NFT #NFTCommunity #NFTs\n#NFTDrop #Solana https://t.co/qDEFALBCSn
1053318427639574528,$20 | 280.000 IDR IN 3HOURS🕊\n\n~ retweet\n~ rt, like &amp; tag 3 friends on @SyrioCrypto📌
1460380775573032963,First 1000 People will receive 0.12 $ETH ($310.00) in 240Hrs  , just follow, like, and retweets this &amp; 🔥\n\nRetweet’s my pinned post 📌\n\n💵💵Drop your #ETH ERC20  address https://t.co/83OHnDcSra
432927724,ClubMetaHouse Giveaway\n\n$100 || 1.4JT IDR || in 24 Hours\n\n- RT &amp; Follow @ClubMetahouse + comment on 📌\n- Join Discord 👇👇 https://t.co/EjnZBYICM6 \n(Post proof in reply, no crop) https://t.co/taRcldbb6n
1228057394082652160,🔥 MEGA #GIVEAWAY 🔥\n\n Prizes:\n🏆 5x Loonbirds #NFT ~ $1200 💵\n🏆 5x $50 $ETH ~ $250 💵\n🏅 25x WL spots\n\n❕ Rules:\n1⃣ Follow @loonbirds_xyz \n2⃣ Like &amp; Retweet\n3⃣ Join Discord: https://t.co/gxGpE6OM24\n4️⃣ Tag 3 friends\n\n⏰ 48 Hrs. #NFTs #NFTGiveaway #NFTGiveaways #NFTCommunity https://t.co/zQg5ESYa8Q
1237650752555716608,$150 ~ 2,1 JT | 48 HOURS ⏳\n\n• RT &amp; Follow\n\n@DacxiCoin \n@SlothRoob \n@MaryInSol
980799282168000512,$75 Giveaway | 48Hours\n\n✅ Rt &amp; Follow @cosmos_heroes +\n      Like &amp; RT their pin📌
1399024624302702602,First 1000 People will receive 0.12 $ETH ($310.00) in 240Hrs  , just follow, like, and retweets this &amp; 🔥\n\nRetweet’s my pinned post 📌\n\n💵💵Drop your #ETH ERC20  address https://t.co/83OHnDcSra
214406252,$10 | 135.000 IDR | 500PHP | ⌚ 4 HOURS\n\n– RT, like &amp; follow @DegenspySol
1352047496927866880,🔥 MEGA #GIVEAWAY 🔥\n\n Prizes:\n🏆 5x Loonbirds #NFT ~ $1200 💵\n🏆 5x $50 $ETH ~ $250 💵\n🏅 25x WL spots\n\n❕ Rules:\n1⃣ Follow @loonbirds_xyz \n2⃣ Like &amp; Retweet\n3⃣ Join Discord: https://t.co/gxGpE6OM24\n4️⃣ Tag 3 friends\n\n⏰ 48 Hrs. #NFTs #NFTGiveaway #NFTGiveaways #NFTCommunity https://t.co/zQg5ESYa8Q
1158361807725006848,$75 || RT in 12 hrs 🐯♥\n\nFollow @CopperReckoner\n\nFollow this Medium link + Proof\nhttps://t.co/K3bhzYAebo
1235298084462219264,MINT is live at https://t.co/HgkvmtFhtB\n\n🎁 2 x $250 in ETH\n\nTo enter:\n\nFollow @shinobibunnynft\nLike, RT and tag 3 friends\n\n48 hours! 🎉\n\n#NFT #NFTCommunity https://t.co/07WDbVjzR3
968062526,$200 • 24 Hours - RT 👈\n\nTurn Notifications On 👈
1443976933675397127,$10 | 135.000 IDR — 4 hrs \n\n– like, retweet &amp; follow @0xKiyoshii
326622252,$100! Ends in 24 Hours\n\n♦️RT - Follow @Lucky_Metaverse\n\n♦️ Whitelist Registration👉 https://t.co/yddWMN6how + proof\n\n#LuckyMeta #whitelist #NFTs #LMT #LMG https://t.co/sz1zAsNnP2
1371870686445072384,$100 #Giveaway to 10 Random persons in 48 hours:\n🔹Follow @Steliafinance &amp; me\n🔹Join TG: https://t.co/iWP6y02VMj\n🔹Like &amp; Retweet this tweet &amp; tag 3 friends &amp; comment screenshot proof of tasks\n\nwinners will be contacted!\n\n#Giveaways #GiveawayInspector
2541402348,$250 | 3.500.000 IDR | 48 HOURS\n\n($100)\n- RT &amp; Follow @stake_share\n\n(+$150 Bonus)\n- Join Discord (Post Proof)\nhttps://t.co/kioAlUHNH0
467527154,The one that started it all!\n\n🚨$50 and 5 WL spots in 24 hrs🚨\n\n✅RT &amp; Follow @potpetsnft \n#NFTCommunity https://t.co/7rZ84weGzO
3293454098,$50 ~ RT in 6 hrs \n\nFollow me 🔔
311003007,$100 | 1,4 JT ~ ends in 24 hours \n\n• RT + Follow @poodletoken\n\n• Like/RT their 📌
1170994730643017729,$200 Giveaway | 48 HOURS 🔥\n\n- RT &amp; Join Discord (verify)\n\nDC: https://t.co/m775Exri4U https://t.co/EJeQBnpa6O
2541354078,$150 24 hrs\n\nretweet + follow me with 🔔
1187027050340798466,$150 | 2.1 JT ~ 24 Hours\n\nRT &amp; Follow @CryptoMaxine
1415324327113805830,Myria is a blockchain gaming ecosystem built on their own Myria L2 scaling solutions. \n\nGiveaway of $500 for 5 winners!\n\n1. Join https://t.co/Bugou8H0U0\n2. RT + tag friends + like\n3. Follow @myriagames\n\nPost proof!\nWinners will be drawn in 72 hours!
1319599222186897408,🎁 #NFTGiveaway 🎁\n\n🏆Prize:\n• 1x Kimiko #NFT (Worth $200) 💸\n\nTo win:\n1️⃣ Follow @NFTKimiko &amp; @HarleyNFT_ \n2️⃣ Retweet &amp; Like\n3️⃣ Tag 3 Friends (Every tag is an extra entry) \n\n🔔 Turn on notifications 🔔\n\n⏳48hrs. Good Luck #NFTCommunity ✨ https://t.co/L0V73xlAjn
